AssemblyAccession	Taxid	LastMajorReleaseAccession	AssemblyName	Organism	SpeciesTaxid	SpeciesName	Synonym	superkingdom	phylum	class	order	family	genus	species
GCF_000486345.2	1029978	GCF_000486345.2	ASM48634v2	Salmonella enterica subsp. enterica serovar Typhimurium str. SARA13 (enterobacteria)	28901	Salmonella enterica	GCA_000486345.2GCF_000486345.2identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000330485.2	1029979	GCF_000330485.2	ASM33048v2	Salmonella enterica subsp. enterica serovar Pullorum str. ATCC 9120 (enterobacteria)	28901	Salmonella enterica	GCA_000330485.2GCF_000330485.2identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000487615.2	1029983	GCF_000487615.2	ASM48761v2	Salmonella enterica subsp. enterica serovar Abony str. 0014 (enterobacteria)	28901	Salmonella enterica	GCA_000487615.2GCF_000487615.2identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000486045.2	1029997	GCF_000486045.2	ASM48604v2	Salmonella enterica subsp. enterica serovar Heidelberg str. SARA35 (enterobacteria)	28901	Salmonella enterica	GCA_000486045.2GCF_000486045.2identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000218305.1	1030009	GCF_000218305.1	ASM21830v1	Listeria monocytogenes M7 (firmicutes)	1639	Listeria monocytogenes	GCA_000218305.1GCF_000218305.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes
GCF_002151445.1	1030157	GCF_002151445.1	ASM215144v1	Sphingomonas sp. KC8 (a-proteobacteria)	1030157	Sphingomonas sp. KC8	GCA_002151445.1GCF_002151445.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. KC8
GCF_000270225.1	1030843	GCF_000270225.1	ASM27022v1	Porphyromonas gingivalis TDC60 (CFB group bacteria)	837	Porphyromonas gingivalis	GCA_000270225.1GCF_000270225.1identical	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis
GCF_000816225.1	1031536	GCF_000816225.1	ASM81622v1	Campylobacter lari subsp. concheus LMG 11760 (e-proteobacteria)	201	Campylobacter lari	GCA_000816225.1GCF_000816225.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter lari
GCF_004345045.1	1031542	GCF_004345045.1	ASM434504v1	Campylobacter volucris (e-proteobacteria)	1031542	Campylobacter volucris	GCA_004345045.1GCF_004345045.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter volucris
GCF_000816185.1	1031564	GCF_000816185.1	ASM81618v1	Campylobacter insulaenigrae NCTC 12927 (e-proteobacteria)	260714	Campylobacter insulaenigrae	GCA_000816185.1GCF_000816185.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter insulaenigrae
GCF_000217615.1	1031709	GCF_000217615.1	ASM21761v1	Cutibacterium acnes 6609 (high GC Gram+)	1747	Cutibacterium acnes	GCA_000217615.1GCF_000217615.1identical	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes
GCF_000218585.1	1031710	GCF_000218585.1	ASM21858v1	Oligotropha carboxidovorans OM4 (a-proteobacteria)	40137	Oligotropha carboxidovorans	GCA_000218585.1GCF_000218585.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Oligotropha	Oligotropha carboxidovorans
GCF_000215325.1	1031711	GCF_000215325.1	ASM21532v1	Ralstonia solanacearum Po82 (b-proteobacteria)	305	Ralstonia solanacearum	GCA_000215325.1GCF_000215325.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum
GCF_001643955.1	1031746	GCF_001643955.1	ASM164395v1	Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260 (e-proteobacteria)	198	Campylobacter hyointestinalis	GCA_001643955.1GCF_001643955.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter hyointestinalis
GCF_001643975.1	1031752	GCF_001643975.1	ASM164397v1	Campylobacter hyointestinalis subsp. lawsonii CCUG 27631 (e-proteobacteria)	198	Campylobacter hyointestinalis	GCA_001643975.1GCF_001643975.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter hyointestinalis
GCF_002139935.1	1031753	GCF_002139935.1	ASM213993v1	Campylobacter lanienae NCTC 13004 (e-proteobacteria)	75658	Campylobacter lanienae	GCA_002139935.1GCF_002139935.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter lanienae
GCF_002220795.1	1031754	GCF_002220795.1	ASM222079v1	Campylobacter sputorum bv. sputorum RM3237 (e-proteobacteria)	206	Campylobacter sputorum	GCA_002220795.1GCF_002220795.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter sputorum
GCF_002220735.1	1031920	GCF_002220735.1	ASM222073v1	Campylobacter sputorum bv. faecalis CCUG 20703 (e-proteobacteria)	206	Campylobacter sputorum	GCA_002220735.1GCF_002220735.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter sputorum
GCF_002220755.1	1032066	GCF_002220755.1	ASM222075v1	Campylobacter sputorum bv. paraureolyticus LMG 11764 (e-proteobacteria)	206	Campylobacter sputorum	GCA_002220755.1GCF_002220755.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter sputorum
GCF_001190755.1	1032069	GCF_001190755.1	ASM119075v1	Campylobacter ureolyticus RIGS 9880 (e-proteobacteria)	827	Campylobacter ureolyticus	GCA_001190755.1GCF_001190755.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter ureolyticus
GCF_003660105.1	1032070	GCF_003660105.1	ASM366010v1	Arcobacter cryaerophilus ATCC 43158 (e-proteobacteria)	28198	Arcobacter cryaerophilus	GCA_003660105.1GCF_003660105.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter cryaerophilus
GCF_003660085.1	1032071	GCF_003660085.1	ASM366008v1	Arcobacter cryaerophilus D2610 (e-proteobacteria)	28198	Arcobacter cryaerophilus	GCA_003660085.1GCF_003660085.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter cryaerophilus
GCF_003346775.1	1032238	GCF_003346775.1	ASM334677v1	Arcobacter mytili LMG 24559 (e-proteobacteria)	603050	Arcobacter mytili	GCA_003346775.1GCF_003346775.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter mytili
GCF_003544835.1	1032239	GCF_003544835.1	ASM354483v1	Arcobacter skirrowii CCUG 10374 (e-proteobacteria)	28200	Arcobacter skirrowii	GCA_003544835.1GCF_003544835.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter skirrowii
GCF_004214815.1	1032240	GCF_004214815.1	ASM421481v1	Arcobacter thereius LMG 24486 (e-proteobacteria)	544718	Arcobacter thereius	GCA_004214815.1GCF_004214815.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter thereius
GCF_003355515.1	1032241	GCF_003355515.1	ASM335551v1	Arcobacter trophiarum LMG 25534 (e-proteobacteria)	708186	Arcobacter trophiarum	GCA_003355515.1GCF_003355515.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter trophiarum
GCF_000270245.1	1032480	GCF_000270245.1	ASM27024v1	Microlunatus phosphovorus NM-1 (high GC Gram+)	29405	Microlunatus phosphovorus	GCA_000270245.1GCF_000270245.1identical	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	Microlunatus phosphovorus
GCF_000221205.1	1032845	GCF_000221205.1	ASM22120v1	Rickettsia heilongjiangensis 054 (a-proteobacteria)	226665	Rickettsia heilongjiangensis	GCA_000221205.1GCF_000221205.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia heilongjiangensis
GCF_000214785.1	1033837	GCF_000214785.1	ASM21478v1	Lactobacillus kefiranofaciens ZW3 (firmicutes)	267818	Lactobacillus kefiranofaciens	GCA_000214785.1GCF_000214785.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus kefiranofaciens
GCF_001700945.1	1033922	GCF_001700945.1	ASM170094v1	Rhodococcus sp. WB1 (high GC Gram+)	1033922	Rhodococcus sp. WB1	GCA_001700945.1GCF_001700945.1identical	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus sp. WB1
GCF_000520875.1	1033991	GCF_000520875.1	ASM52087v1	Rhizobium leguminosarum bv. trifolii CB782 (a-proteobacteria)	384	Rhizobium leguminosarum	GCA_000520875.1GCF_000520875.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum
GCF_000253275.1	1034807	GCF_000253275.1	ASM25327v1	Flavobacterium branchiophilum FL-15 (CFB group bacteria)	55197	Flavobacterium branchiophilum	GCA_000253275.1GCF_000253275.1identical	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium branchiophilum
GCF_000270465.1	1034809	GCF_000270465.1	ASM27046v1	Staphylococcus lugdunensis N920143 (firmicutes)	28035	Staphylococcus lugdunensis	GCA_000270465.1GCF_000270465.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus lugdunensis
GCF_000221645.1	1034836	GCF_000221645.1	ASM22164v1	Bacillus amyloliquefaciens XH7 (firmicutes)	1390	Bacillus amyloliquefaciens	GCA_000221645.1GCF_000221645.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
GCF_000834755.1	1035377	GCF_000834755.1	ASM83475v1	Yersinia pestis A1122 (enterobacteria)	632	Yersinia pestis	GCA_000834755.1GCF_000834755.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis
GCF_000222975.1	1035377	GCF_000222975.1	ASM22297v1	Yersinia pestis A1122 (enterobacteria)	632	Yersinia pestis	GCA_000222975.1GCF_000222975.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis
GCF_000219455.1	1035817	GCF_000219455.1	ASM21945v1	Bifidobacterium longum subsp. longum KACC 91563 (high GC Gram+)	216816	Bifidobacterium longum	GCA_000219455.1GCF_000219455.1identical	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
GCF_000215345.2	1036172	GCF_000215345.2	ASM21534v3	Arcobacter butzleri 7h1h (e-proteobacteria)	28197	Arcobacter butzleri	GCA_000215345.3GCF_000215345.2identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter butzleri
GCF_000219915.2	1036672	GCF_000219915.2	ASM21991v3	Advenella kashmirensis WT001 (b-proteobacteria)	310575	Advenella kashmirensis	GCA_000219915.3GCF_000219915.2identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella kashmirensis
GCF_000218915.1	1036673	GCF_000218915.1	ASM21891v1	Paenibacillus mucilaginosus KNP414 (firmicutes)	61624	Paenibacillus mucilaginosus	GCA_000218915.1GCF_000218915.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus mucilaginosus
GCF_000225955.1	1036743	GCF_000225955.1	ASM22595v1	Rhodospirillum rubrum F11 (a-proteobacteria)	1085	Rhodospirillum rubrum	GCA_000225955.1GCF_000225955.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	Rhodospirillum rubrum
GCF_000009705.1	103690	GCF_000009705.1	ASM970v1	Nostoc sp. PCC 7120 (cyanobacteria)	103690	Nostoc sp. PCC 7120	GCA_000009705.1GCF_000009705.1identical	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sp. PCC 7120
GCF_003516205.1	103721	GCF_003516205.1	ASM351620v1	Actinosynnema pretiosum subsp. pretiosum (high GC Gram+)	42197	Actinosynnema pretiosum	GCA_003516205.1GCF_003516205.1identical	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinosynnema	Actinosynnema pretiosum
GCF_000284375.1	1037409	GCF_000284375.1	ASM28437v1	Bradyrhizobium japonicum USDA 6 (a-proteobacteria)	375	Bradyrhizobium japonicum	GCA_000284375.1GCF_000284375.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum
GCF_000262325.2	1037911	GCF_000262325.2	ASM26232v2	Pseudomonas fluorescens A506 (g-proteobacteria)	294	Pseudomonas fluorescens	GCA_000262325.2GCF_000262325.2identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens
GCF_001913235.1	103796	GCF_001913235.1	ASM191323v1	Pseudomonas syringae pv. actinidiae (g-proteobacteria)	317	Pseudomonas syringae	GCA_001913235.1GCF_001913235.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
GCF_001913215.1	103796	GCF_001913215.1	ASM191321v1	Pseudomonas syringae pv. actinidiae (g-proteobacteria)	317	Pseudomonas syringae	GCA_001913215.1GCF_001913215.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
GCF_002763655.1	103796	GCF_002763655.1	ASM276365v1	Pseudomonas syringae pv. actinidiae (g-proteobacteria)	317	Pseudomonas syringae	GCA_002763655.1GCF_002763655.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
GCF_003665415.1	103796	GCF_003665415.1	ASM366541v1	Pseudomonas syringae pv. actinidiae (g-proteobacteria)	317	Pseudomonas syringae	GCA_003665415.1GCF_003665415.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
GCF_002024285.1	103796	GCF_002024285.1	ASM202428v1	Pseudomonas syringae pv. actinidiae (g-proteobacteria)	317	Pseudomonas syringae	GCA_002024285.1GCF_002024285.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
GCF_002024305.1	103796	GCF_002024305.1	ASM202430v1	Pseudomonas syringae pv. actinidiae (g-proteobacteria)	317	Pseudomonas syringae	GCA_002024305.1GCF_002024305.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
GCF_002269365.1	103816	GCF_002269365.1	ASM226936v1	Rhodococcus pyridinivorans (high GC Gram+)	103816	Rhodococcus pyridinivorans	GCA_002269365.1GCF_002269365.1identical	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus pyridinivorans
GCF_005944105.1	103816	GCF_005944105.1	ASM594410v1	Rhodococcus pyridinivorans (high GC Gram+)	103816	Rhodococcus pyridinivorans	GCA_005944105.1GCF_005944105.1identical	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus pyridinivorans
GCF_004006875.1	103855	GCF_004006875.1	ASM400687v1	Bordetella hinzii (b-proteobacteria)	103855	Bordetella hinzii	GCA_004006875.1GCF_004006875.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella hinzii
GCF_900186895.1	103855	GCF_900186895.1	48450_A02	Bordetella hinzii (b-proteobacteria)	103855	Bordetella hinzii	GCA_900186895.1GCF_900186895.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella hinzii
GCF_001078275.1	103855	GCF_001078275.1	ASM107827v1	Bordetella hinzii (b-proteobacteria)	103855	Bordetella hinzii	GCA_001078275.1GCF_001078275.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella hinzii
GCF_900637615.1	103855	GCF_900637615.1	52191_A01	Bordetella hinzii (b-proteobacteria)	103855	Bordetella hinzii	GCA_900637615.1GCF_900637615.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella hinzii
GCF_001078295.1	103855	GCF_001078295.1	ASM107829v1	Bordetella hinzii (b-proteobacteria)	103855	Bordetella hinzii	GCA_001078295.1GCF_001078295.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella hinzii
GCF_001687605.2	1038856	GCF_001687605.1	ASM168760v2	Planococcus plakortidis (firmicutes)	1038856	Planococcus plakortidis	GCA_001687605.2GCF_001687605.2identical	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus plakortidis
GCF_002983645.1	1038927	GCF_002983645.1	ASM298364v1	Escherichia coli O104:H4 (E. coli)	562	Escherichia coli	GCA_002983645.1GCF_002983645.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
GCF_002209105.2	1038927	GCF_002209105.2	ASM220910v2	Escherichia coli O104:H4 (E. coli)	562	Escherichia coli	GCA_002209105.2GCF_002209105.2identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
GCF_005014075.1	1038927	GCF_005014075.1	ASM501407v1	Escherichia coli O104:H4 (E. coli)	562	Escherichia coli	GCA_005014075.1GCF_005014075.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
GCF_000220705.2	1038929	GCF_000220705.2	ASM22070v2	Streptomyces xinghaiensis S187 (high GC Gram+)	1038928	Streptomyces xinghaiensis	GCA_000220705.2GCF_000220705.2identical	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces xinghaiensis
GCF_002355315.1	104087	GCF_002355315.1	ASM235531v1	Pseudomonas frederiksbergensis (g-proteobacteria)	104087	Pseudomonas frederiksbergensis	GCA_002355315.1GCF_002355315.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas frederiksbergensis
GCF_001874645.1	104087	GCF_001874645.1	ASM187464v1	Pseudomonas frederiksbergensis (g-proteobacteria)	104087	Pseudomonas frederiksbergensis	GCA_001874645.1GCF_001874645.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas frederiksbergensis
GCF_001952935.1	104087	GCF_001952935.1	ASM195293v1	Pseudomonas frederiksbergensis (g-proteobacteria)	104087	Pseudomonas frederiksbergensis	GCA_001952935.1GCF_001952935.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas frederiksbergensis
GCF_002549835.1	104102	GCF_002549835.1	ASM254983v1	Acetobacter tropicalis (a-proteobacteria)	104102	Acetobacter tropicalis	GCA_002549835.1GCF_002549835.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter tropicalis
GCF_000283555.1	1041504	GCF_000283555.1	ASM28355v1	Candidatus Arthromitus sp. SFB-rat-Yit (firmicutes)	1041504	Candidatus Arthromitus sp. SFB-rat-Yit	GCA_000283555.1GCF_000283555.1identical	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus	Candidatus Arthromitus sp. SFB-rat-Yit
GCF_002105755.1	1041522	GCF_002105755.1	ASM210575v1	Mycobacterium colombiense CECT 3035 (high GC Gram+)	339268	Mycobacterium colombiense	GCA_002105755.1GCF_002105755.1identical	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium colombiense
GCF_000284435.1	1041809	GCF_000284435.1	ASM28443v1	Candidatus Arthromitus sp. SFB-mouse-Yit (segmented filamentous bacteria)	49118	Candidatus Arthromitus sp. SFB-mouse	GCA_000284435.1GCF_000284435.1identical	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus	Candidatus Arthromitus sp. SFB-mouse
GCF_000240075.2	1041826	GCF_000240075.2	ASM24007v2	Flavobacterium columnare ATCC 49512 (CFB group bacteria)	996	Flavobacterium columnare	GCA_000240075.2GCF_000240075.2identical	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium columnare
GCF_000270305.1	1042156	GCF_000270305.1	ASM27030v1	Clostridium sp. SY8519 (firmicutes)	1042156	Clostridium sp. SY8519	GCA_000270305.1GCF_000270305.1identical	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. SY8519
GCF_000219535.2	1042163	GCF_000219535.2	ASM21953v3	Brevibacillus laterosporus LMG 15441 (firmicutes)	1465	Brevibacillus laterosporus	GCA_000219535.3GCF_000219535.2identical	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus laterosporus
